Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoConformidadeOperacionalidade
9536;Pilha 01;AVG EMPREENDIMENTOS MINERARIOS S.A.;16.565.897/0001-30;-19°49'12.170";-43°42'31.990";Sul do Equador;SABARÁ;MG;Minério de Ferro;95,00;0,00;10 - Alteamento a montante;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9327;Pilha 01 - P1C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'10.170";-39°51'44.268";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;100.566,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9494;PILHA 01 - P1C14;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'25.092";-39°51'56.548";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;10.909,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9329;Pilha 01 - P1C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'15.285";-39°51'59.529";Sul do Equador;JAGUARARI;BA;Minério de Cobre;10,00;164.976,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9330;Pilha 01 - P1C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.659";-39°52'02.121";Sul do Equador;JAGUARARI;BA;Minério de Cobre;13,00;85.786,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9331;Pilha 01 - P1C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'07.668";-39°51'48.038";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;111.960,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9332;Pilha 01 - P1C6;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'11.005";-39°51'53.799";Sul do Equador;JAGUARARI;BA;Minério de Cobre;7,00;30.460,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9333;Pilha 01 - P1C7;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.270";-39°51'54.399";Sul do Equador;JAGUARARI;BA;Minério de Cobre;12,80;10.277,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9334;Pilha 01 - P1C8;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'26.408";-39°51'48.095";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,50;71.698,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9335;Pilha 01 - P1C9;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'20.905";-39°51'45.971";Sul do Equador;JAGUARARI;BA;Minério de Cobre;7,00;246.386,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9655;PILHA 01 - PIC16;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'04.554";-39°51'53.992";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;1.600,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9656;PILHA 01 - PIC17;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'05.515";-39°51'50.083";Sul do Equador;JAGUARARI;BA;Minério de Cobre;2,00;2.600,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9506;PILHA 01 - PIC1A;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'11.988";-39°51'41.684";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;198.584,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9328;Pilha 01 P1C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'19.593";-39°51'50.354";Sul do Equador;JAGUARARI;BA;Minério de Cobre;9,50;102.246,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9537;Pilha 02;AVG EMPREENDIMENTOS MINERARIOS S.A.;16.565.897/0001-30;-19°49'13.470";-43°41'39.320";Sul do Equador;SABARÁ;MG;Minério de Ferro;40,00;222.164,01;10 - Alteamento a montante;Médio;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9496;PILHA 05 - P5C07;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'52.640";-39°52'01.811";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;19.221,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9497;PILHA 05 - P5C08;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'39.158";-39°52'04.348";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;45.907,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9498;PILHA 05 - P5C09;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'47.508";-39°51'58.329";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;20.000,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9337;Pilha 05 - P5C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'46.158";-39°51'54.612";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;172.053,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9338;Pilha 05 - P5C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'36.688";-39°52'05.408";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;155.498,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9339;Pilha 05 - P5C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'48.573";-39°51'51.266";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;141.410,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9340;Pilha 05 - P5C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'30.737";-39°52'08.101";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,00;7.052,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9341;Pilha 05 - P5C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'43.946";-39°52'07.752";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;0,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9343;Pilha 05 - P5XC2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'32.341";-39°51'54.787";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;79.459,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9342;Pilha 05 - XC1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'37.962";-39°51'52.340";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;80.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9465;PILHA 06 - P6C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'41.710";-39°52'20.319";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;242.428,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9659;PILHA 06 - P6C5;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'51.023";-39°52'23.458";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;40.992,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9782;Pilha 07 - P7C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'32.228";-39°52'21.723";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;4.500,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9815;PILHA 11 - P11C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'39.164";-39°52'49.306";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;10.395,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9816;PILHA 11 - P11C2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'43.578";-39°52'49.792";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;360,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9449;PILHA01-C10;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'09.377";-39°51'57.949";Sul do Equador;JAGUARARI;BA;Minério de Cobre;8,00;52.330,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9450;PILHA01-C11;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'12.571";-39°51'49.114";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;86.563,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9451;PILHA01-C12;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'13.533";-39°51'41.922";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;153.518,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9452;PILHA01-C13;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'22.936";-39°51'53.774";Sul do Equador;JAGUARARI;BA;Minério de Cobre;5,00;14.275,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9453;PILHA05-C06;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'42.222";-39°51'47.635";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;151.027,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9455;PILHA05-XC03;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'29.629";-39°51'53.877";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;70.822,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9454;PILHA07-C1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'33.556";-39°52'17.827";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;8.072,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9823;PILHA11 - P11C3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'48.506";-39°52'47.816";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;20.000,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9824;PILHA11 - P11C4;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'40.319";-39°52'44.461";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;7.000,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9512;PILHASUL - PCS1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'25.841";-39°52'15.247";Sul do Equador;JAGUARARI;BA;Minério de Cobre;6,00;12.654,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9513;PILHASUL - PCS2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.213";-39°52'17.975";Sul do Equador;JAGUARARI;BA;Minério de Cobre;4,00;0,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9514;PILHASUL - PCS3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'22.580";-39°52'15.711";Sul do Equador;JAGUARARI;BA;Minério de Cobre;3,00;0,00;5 - Alteamento por linha de centro;N/A;N/A;Não;Sem emergência;-;-
9248;Pinheirinho;Mineração Nossa Senhora do Carmo Ltda;83.647.750/0001-87;-24°44'52.790";-49°11'40.930";Sul do Equador;CERRO AZUL;PR;Fluorita;37,00;672.408,00;0 - Etapa única;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8925;PIRAPORÃO 138 II;Uilson Romanha & Cia Ltda;00.934.199/0001-25;-23°37'42.100";-47°37'19.200";Sul do Equador;SALTO DE PIRAPORA;SP;Argila;4,00;28.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8927;PIRAPORÃO 138 III;Uilson Romanha & Cia Ltda;00.934.199/0001-25;-23°37'53.600";-47°37'18.500";Sul do Equador;SALTO DE PIRAPORA;SP;Argila;8,00;115.200,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8622;Piteiras;Piteiras Mineração Ltda.;03.369.498/0001-52;-19°41'32.500";-43°06'46.300";Sul do Equador;ITABIRA;MG;Xisto;2,00;2.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9173;Planta;PROMETALICA MINERACAO EIRELI;03.564.155/0001-49;-15°23'46.300";-58°08'42.900";Sul do Equador;RIO BRANCO;MT;Minério de Zinco;20,00;230.000,00;0 - Etapa única;Médio;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Enviado
9138;PN - 1;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'20.600";-50°03'25.600";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;5,00;100.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9139;PN - 3;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'09.341";-50°04'31.472";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;6,50;1.120,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9140;PN - 4;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'41.461";-50°01'59.710";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;5,00;7.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9141;PN - 6;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'21.578";-50°05'03.123";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;5,50;50.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9142;PN -5;SALOBO METAIS S/A;33.931.478/0001-94;-06°25'16.985";-50°02'09.927";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;4,00;6.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8403;Pocilga;VALE S.A.;33.592.510/0001-54;-20°11'06.300";-43°36'20.700";Sul do Equador;SANTA BÁRBARA;MG;Minério de Ferro;9,00;38.558,57;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9390;Pond - PDE Sul;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°59'12.152";-46°47'58.919";Sul do Equador;PATROCÍNIO;MG;Argila Arenosa;8,46;40.207,96;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8909;POND 1 - BARRAGEM DE LIXIVIAÇÃO;NX GOLD S.A. Filial: NX GOLD SA;18.501.410/0002-62;-14°38'26.700";-52°29'49.000";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;13,12;285.430,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8910;POND 2 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD SA;18.501.410/0002-62;-14°38'21.098";-52°30'04.795";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;124.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8914;POND 3 - BARRAGEM DE FLOTAÇÃO;NX GOLD S.A. Filial: NX GOLD SA;18.501.410/0002-62;-14°38'25.076";-52°30'03.686";Sul do Equador;NOVA XAVANTINA;MT;Minério de Ouro Primário;11,90;130.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8959;Pond de Emergência;ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A;02.359.572/0004-30;-21°49'52.000";-41°01'14.000";Sul do Equador;SÃO JOÃO DA BARRA;RJ;Minério de Ferro;4,50;333.438,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8332;Pontal;VALE S.A.;33.592.510/0001-54;-19°37'31.668";-43°10'58.597";Sul do Equador;ITABIRA;MG;Minério de Ferro;68,00;209.801.640,00;10 - Alteamento a montante;Alto;Alto;Sim;Nível de Emergência 1;2º Campanha 2023 - Não Atestado;1º Campanha 2023 - Atestado
8375;Porteirinha;VALE S.A.;33.592.510/0001-54;-19°57'33.180";-43°14'20.000";Sul do Equador;SANTA BÁRBARA;MG;Minério de Ferro;28,90;2.775.040,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Atestado
8730;PORTO-4A;Itaquareia Ind. Extr. Minérios Ltda;55.023.386/0001-49;-23°33'46.100";-46°16'04.500";Sul do Equador;MOGI DAS CRUZES;SP;Argila;8,00;933.900,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8759;PORTO-4B;Itaquareia Ind. Extr. Minérios Ltda;55.023.386/0001-49;-23°33'56.300";-46°16'24.100";Sul do Equador;MOGI DAS CRUZES;SP;Argila;7,00;345.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8308;Prata;VALE S.A.;33.592.510/0001-54;-20°24'42.200";-43°51'55.000";Sul do Equador;OURO PRETO;MG;Minério de Ferro;9,01;20.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8405;Principal;VALE S.A.;33.592.510/0001-54;-20°10'24.600";-43°36'55.100";Sul do Equador;SANTA BÁRBARA;MG;Minério de Ferro;24,00;2.812.835,93;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9143;PS -1;SALOBO METAIS S/A;33.931.478/0001-94;-06°26'01.900";-50°02'54.100";Sul do Equador;CANAÃ DOS CARAJÁS;PA;Argila Arenosa;7,00;220.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
10033;PURO OURO;VALGNO DE MATOS TINOCO;***;-15°33'22.230";-55°50'46.460";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;10,79;270.622,94;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
9172;Queimada ;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°25'25.900";-63°02'52.400";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;5,00;60.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9482;QUEIMADA02;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'51.000";-63°04'28.000";Sul do Equador;ITAPUÃ DO OESTE;RO;Aluvião Estanífero;6,00;146.814,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9483;QUEIMADA03;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°27'41.000";-63°04'32.000";Sul do Equador;ITAPUÃ DO OESTE;RO;;5,00;135.215,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8548;Quevedo 1;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA;02.745.436/0001-35;-23°21'17.300";-47°43'48.900";Sul do Equador;TATUÍ;SP;Argila Arenosa;8,00;96.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9924;Quevedo 3;EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA;02.745.436/0001-35;-23°21'13.090";-47°44'03.750";Sul do Equador;TATUÍ;SP;Argila;5,00;100.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8358;Quinzinho;VALE S.A.;33.592.510/0001-54;-19°36'26.409";-43°15'26.118";Sul do Equador;ITABIRA;MG;Minério de Ferro;16,00;479.940,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8826;QUIXABA USINA;ROZEN MINERADORA, CONSULTORIA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA;10.857.721/0001-76;-06°48'26.900";-37°00'28.800";Sul do Equador;VÁRZEA;PB;Areia Quartzosa;3,00;450,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9235;R22;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'41.800";-39°52'23.100";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;255.131,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9236;R75;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°51'10.300";-39°52'05.300";Sul do Equador;JAGUARARI;BA;Minério de Cobre;0,00;0,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9585;Rabo de Bica;PEDRO CERQUEIRA CALDAS;***;-15°54'19.508";-56°12'11.095";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Aluvião Aurífero;8,00;24.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8939;Rancho Casca;NACIONAL DE GRAFITE LTDA;21.228.861/0001-00;-15°55'07.900";-41°02'20.600";Sul do Equador;PEDRA AZUL;MG;Xisto;50,00;17.500.000,00;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
8700;RAPAUNHA;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°57'54.000";-43°50'29.000";Sul do Equador;NOVA LIMA;MG;Minério de Ouro Primário;50,50;12.166.393,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Nível de Alerta;2º Campanha 2023 - Atestado;1º Campanha 2023 - Não Atestado
8190;RECON;MINERACAO SAO FRANCISCO DE ASSIS LTDA;42.323.964/0001-10;-06°49'53.500";-51°59'27.600";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia;3,00;0,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8877;Rejeito;Vantage Brasil Mineração Ltda.;08.222.734/0001-27;-11°18'48.229";-59°05'10.553";Sul do Equador;JUÍNA;MT;Rocha Diamantífera;4,00;424.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9019;REJEITO USINA;ORO AMAPA MINERACAO;06.170.253/0001-90;02°17'09.000";-51°38'00.000";Norte do Equador;CALÇOENE;AP;Minério de Ouro Primário;5,00;82.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9110;Reservatório 01;WHITE SOLDER METALURGIA E MINERACAO LTDA Filial: WHITE SOLDER METALURGIA E MINERACAO LTDA;04.107.120/0002-24;-09°37'20.200";-63°03'39.100";Sul do Equador;RIO CRESPO;RO;Areia e Cascalho;6,00;45.500,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9153;RESERVATÓRIO 01;MULLER & CIA LTDA;04.800.249/0001-32;-12°53'50.800";-60°25'21.300";Sul do Equador;VILHENA;RO;Argila Arenosa;2,00;17.848,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9080;RESERVATÓRIO 01;NORTE SUL TERRAPLENAGEM E COMERCIO LTDA;17.133.940/0001-51;-12°55'57.300";-60°20'58.300";Sul do Equador;VILHENA;RO;Argila Arenosa;3,00;124.125,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9083;RESERVATÓRIO 01;FARIAS & RODRIGUES LTDA;11.239.511/0001-87;-12°57'09.130";-60°24'29.700";Sul do Equador;VILHENA;RO;Argila Arenosa;2,00;1.296,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9111;RESERVATÓRIO 01;PORTO COMERCIO DE AREIA LTDA;08.491.915/0001-59;-12°57'35.100";-60°17'15.500";Sul do Equador;VILHENA;RO;Argila Arenosa;2,00;16.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9155;RESERVATÓRIO 02;MULLER & CIA LTDA;04.800.249/0001-32;-12°48'17.470";-60°21'52.000";Sul do Equador;VILHENA;RO;Argila Arenosa;2,00;30.800,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8688;RIO BRANCO;Minerais & Metais Comércio e Indústria Ltda Filial: MINERAIS & METAIS COMERCIO E INDUSTRIA LTDA;02.587.633/0007-69;-09°46'14.500";-62°44'26.300";Sul do Equador;RIO CRESPO;RO;Areia;4,00;600.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8359;Rio do Peixe;VALE S.A.;33.592.510/0001-54;-19°40'27.200";-43°14'11.100";Sul do Equador;ITABIRA;MG;Minério de Ferro;31,00;14.144.168,37;0 - Etapa única;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9152;Rio Santa Cruz;NBF MINERACAO S.A.;36.501.034/0001-07;-09°45'57.100";-63°34'06.900";Sul do Equador;ARIQUEMES;RO;Aluvião Estanífero;10,00;3.755.613,00;5 - Alteamento por linha de centro;Alto;Médio;Sim;Nível de Emergência 1;2º Campanha 2023 - Atestado;-
9423;RODUÍ II;Adão Afonso Roduí;***;-16°14'20.620";-56°39'09.370";Sul do Equador;POCONÉ;MT;Areia;4,00;140.000,00;2 - Alteamento a jusante;N/A;N/A;Não;Sem emergência;-;-
8471;RONDON;Roberto Nunes Rondon;***;-16°17'32.640";-56°39'02.720";Sul do Equador;POCONÉ;MT;Areia;25,00;490.000,00;2 - Alteamento a jusante;Médio;Médio;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
9197;RP1;Mineração Paragominas S.A.;12.094.570/0004-10;-03°15'53.440";-47°43'16.200";Sul do Equador;PARAGOMINAS;PA;Bauxita Grau Metalúrgico;13,50;7.694.797,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
9925;RX-01;MINERADORA AREIA NOVA LTDA;02.286.818/0001-48;-23°11'38.120";-48°21'31.220";Sul do Equador;BOFETE;SP;;13,08;323.388,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8993;SAMACA;Mineração Vila Nova Ltda;02.008.461/0001-36;00°21'05.800";-51°50'16.300";Norte do Equador;MAZAGÃO;AP;Minério de Ferro;9,00;700.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
8472;SANDRO GOMES;Valdinei Mauro de Souza;***;-16°17'42.550";-56°43'32.220";Sul do Equador;POCONÉ;MT;Areia;32,00;2.863.190,00;2 - Alteamento a jusante;Médio;Baixo;Sim;Sem emergência;2º Campanha 2023 - Atestado;-
8930;SANGUINETE;Mineração Sanguinete Ltda;20.762.035/0001-75;-18°00'32.600";-43°46'08.100";Sul do Equador;DIAMANTINA;MG;Areia;3,00;15.000,00;0 - Etapa única;N/A;N/A;Não;Sem emergência;-;-
9934;Santa Bárbara;VALMIR GONCALO DE BARROS;***;-15°50'47.880";-56°09'34.520";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;N/A;N/A;Não;Sem emergência;-;-
8915;Santa Bárbara;VALLOUREC TUBOS DO BRASIL LTDA.;17.170.150/0001-46;-20°09'42.700";-44°00'22.400";Sul do Equador;BRUMADINHO;MG;Areia e Cascalho;36,00;718.492,00;2 - Alteamento a jusante;Baixo;Alto;Sim;Sem emergência;2º Campanha 2023 - Atestado;1º Campanha 2023 - Atestado
